 #energy tdos sumdos updos dndos awdos
       -20.4036        22.3912        15.3713        14.2358        -8.1554        22.3912
       -20.3975        20.0894        15.5153        12.7766        -7.3128        20.0894
       -20.3914        17.9213        15.6448        11.4014        -6.5199        17.9213
       -20.3853        15.8960        15.7608        10.1162        -5.7798        15.8960
       -20.3792        14.0191        15.8639         8.9246        -5.0945        14.0191
       -20.3731        12.2933        15.9551         7.8283        -4.4649        12.2933
       -20.3670        10.7184        16.0353         6.8275        -3.8908        10.7184
       -20.3609         9.2919        16.1055         5.9207        -3.3712         9.2919
       -20.3548         8.0093        16.1665         5.1050        -2.9043         8.0093
       -20.3487         6.8643        16.2193         4.3765        -2.4879         6.8643
       -20.3426         5.8495        16.2647         3.7305        -2.1190         5.8495
       -20.3365         4.9562        16.3034         3.1617        -1.7945         4.9562
       -20.3304         4.1753        16.3364         2.6643        -1.5110         4.1753
       -20.3243         3.4974        16.3642         2.2324        -1.2651         3.4974
       -20.3182         2.9129        16.3876         1.8598        -1.0531         2.9129
       -20.3121         2.4122        16.4072         1.5405        -0.8717         2.4122
       -20.3060         1.9861        16.4234         1.2687        -0.7174         1.9861
       -20.2999         1.6260        16.4368         1.0390        -0.5870         1.6260
       -20.2938         1.3235        16.4478         0.8459        -0.4776         1.3235
       -20.2877         1.0712        16.4568         0.6848        -0.3864         1.0712
       -20.2816         0.8620        16.4641         0.5512        -0.3108         0.8620
       -20.2755         0.6897        16.4700         0.4412        -0.2486         0.6897
       -20.2694         0.5487        16.4748         0.3511        -0.1977         0.5487
       -20.2633         0.4340        16.4785         0.2778        -0.1563         0.4340
       -20.2572         0.3414        16.4815         0.2185        -0.1229         0.3414
       -20.2511         0.2670        16.4839         0.1709        -0.0960         0.2670
       -20.2450         0.2076        16.4858         0.1329        -0.0747         0.2076
       -20.2389         0.1605        16.4872         0.1028        -0.0577         0.1605
       -20.2328         0.1233        16.4883         0.0790        -0.0443         0.1233
       -20.2267         0.0943        16.4892         0.0604        -0.0339         0.0943
       -20.2206         0.0716        16.4898         0.0459        -0.0257         0.0716
       -20.2145         0.0541        16.4904         0.0347        -0.0194         0.0541
       -20.2084         0.0407        16.4907         0.0261        -0.0146         0.0407
       -20.2023         0.0304        16.4910         0.0195        -0.0109         0.0304
       -20.1962         0.0226        16.4912         0.0145        -0.0081         0.0226
       -20.1901         0.0167        16.4914         0.0107        -0.0060         0.0167
       -20.1840         0.0122        16.4915         0.0078        -0.0044         0.0122
       -20.1779         0.0089        16.4916         0.0057        -0.0032         0.0089
       -20.1718         0.0065        16.4917         0.0042        -0.0023         0.0065
       -20.1657         0.0047        16.4917         0.0030        -0.0017         0.0047
       -20.1596         0.0034        16.4918         0.0022        -0.0012         0.0034
       -20.1535         0.0024        16.4918         0.0015        -0.0009         0.0024
       -20.1474         0.0017        16.4918         0.0011        -0.0006         0.0017
       -20.1413         0.0012        16.4918         0.0008        -0.0004         0.0012
       -20.1352         0.0008        16.4918         0.0005        -0.0003         0.0008
       -20.1291         0.0006        16.4918         0.0004        -0.0002         0.0006
       -20.1230         0.0004        16.4918         0.0003        -0.0001         0.0004
       -20.1169         0.0003        16.4918         0.0002        -0.0001         0.0003
       -20.1108         0.0002        16.4918         0.0001        -0.0001         0.0002
       -20.1047         0.0001        16.4918         0.0001        -0.0000         0.0001
       -20.0986         0.0001        16.4918         0.0001        -0.0000         0.0001
       -20.0925         0.0001        16.4918         0.0000        -0.0000         0.0001
       -20.0864         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0803         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0742         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0681         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0620         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0559         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0498         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0437         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0376         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0315         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0254         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0193         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0132         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0071         0.0000        16.4918         0.0000        -0.0000         0.0000
       -20.0010         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9949         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9888         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9827         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9766         0.0000        16.4918         0.0000        -0.0000         0.0000
