 #  exciton energy  xx  yy  zz xy  xz  yz
         2.1629         0.5196         0.1655         0.0009        -0.0492         0.0175        -0.0092
         2.1637         2.0222         1.2165         0.0095        -1.1127         0.1164        -0.1052
         2.1641         0.0701         0.0802         0.0008        -0.0731         0.0072        -0.0081
         2.1644         0.0546         0.1694         0.0016        -0.0739         0.0075        -0.0162
         2.1647         5.4207        12.2185         0.1269        -8.0492         0.8126        -1.2435
         2.1653         0.1792         0.3902         0.0029         0.0095         0.0030        -0.0331
         2.1656         0.1394         0.2865         0.0021        -0.0573         0.0058        -0.0245
         2.1663         0.1099         0.0634         0.0017        -0.0825         0.0126        -0.0089
         2.1672         0.0033         0.0085         0.0001        -0.0043         0.0003        -0.0007
         2.1682         0.2982         1.3479         0.0122        -0.6339         0.0602        -0.1279
         2.1693         0.0796         0.0345         0.0003         0.0150         0.0025        -0.0020
         2.1716         0.5776         0.6803         0.0006        -0.6259         0.0083        -0.0079
         2.1722         0.0218         0.0764         0.0001         0.0339        -0.0010        -0.0028
         2.1727         0.0895         0.0716         0.0004        -0.0565         0.0055        -0.0052
         2.1733         0.2263         0.0637         0.0015        -0.1197         0.0181        -0.0096
         2.1751         1.5743         0.0399         0.0019         0.0982         0.0549         0.0041
         2.1759         1.8688         2.3319         0.0174        -2.0073         0.1776        -0.2003
         2.1763        21.7982         8.9820         0.0126        10.4573         0.0171        -0.2148
         2.1782         0.1931         0.1108         0.0000         0.1325        -0.0003        -0.0012
         2.1786         0.5225         0.2678         0.0004         0.3707        -0.0111        -0.0070
         2.1788         0.0939         0.0163         0.0005        -0.0385         0.0066        -0.0028
         2.1795         0.2765         0.1361         0.0007         0.0050         0.0042        -0.0089
         2.1801         0.2443         0.3107         0.0007         0.2265        -0.0064        -0.0132
         2.1820        10.4672         9.3466         0.0133         8.7989        -0.0360        -0.1905
         2.1833         1.5684         4.2152         0.0154         1.4339        -0.1178        -0.2457
         2.1842         0.4315         0.2923         0.0015         0.3535        -0.0245        -0.0195
         2.1852         0.6289         0.9113         0.0046        -0.1562         0.0357        -0.0561
         2.1855         3.7114         8.2260         0.0242         2.7727         0.0040        -0.3833
         2.1859         0.0268         0.0577         0.0001         0.0390        -0.0005        -0.0004
         2.1895         5.1428        22.3329         0.0655        10.4821        -0.5095        -1.1591
         2.1901         0.3435         0.2066         0.0026        -0.2655         0.0280        -0.0223
         2.1919         3.2856         0.6607         0.0014         1.1332        -0.0026        -0.0200
         2.1931         0.4806         0.1473         0.0020        -0.2591         0.0311        -0.0172
         2.1944        10.3916         5.4139         0.0482        -5.1148         0.6060        -0.4916
         2.1971         0.1005         0.0063         0.0006        -0.0184         0.0041        -0.0018
         2.1979         0.3851         0.5469         0.0027        -0.1625         0.0208        -0.0358
         2.2006         0.2625         0.1245         0.0005         0.1436        -0.0054        -0.0073
         2.2010         0.5730         0.8702         0.0051        -0.3124         0.0473        -0.0544
         2.2036         0.4178         0.1893         0.0056        -0.2272         0.0422        -0.0325
         2.2047         0.4568         1.0140         0.0025         0.5413        -0.0142        -0.0447
         2.2053         0.0453         1.1635         0.0085        -0.2154         0.0191        -0.0987
         2.2058         0.2110         0.1710         0.0000         0.1178        -0.0000        -0.0002
         2.2063         1.1072         1.5882         0.0133        -1.1111         0.1161        -0.1397
         2.2086         1.4320         0.2817         0.0034        -0.5159         0.0665        -0.0293
         2.2113         0.2389         0.0991         0.0005         0.1382        -0.0105        -0.0072
         2.2136         5.8395         4.3113         0.0312        -3.6645         0.3843        -0.3502
         2.2144         4.8973         2.1782         0.0066         1.6661         0.0598        -0.0772
         2.2149        12.6138         5.7368         0.0570        -6.0463         0.7469        -0.5483
         2.2165         0.0343         0.0641         0.0004         0.0467        -0.0036        -0.0047
         2.2169         9.6390         6.3416         0.0531        -5.5482         0.6549        -0.5419
         2.2177         0.1738         0.0892         0.0011        -0.0851         0.0130        -0.0086
         2.2179         0.2206         0.1301         0.0004         0.0928         0.0012        -0.0055
         2.2186         0.0668         0.1064         0.0005        -0.0735         0.0057        -0.0075
         2.2199         2.1442         1.8776         0.0057         1.4017         0.0139        -0.0646
         2.2209         1.9034         0.9176         0.0028         0.7913         0.0155        -0.0333
         2.2223         0.0313         0.0154         0.0000         0.0066         0.0002        -0.0006
         2.2230         0.0370         0.0090         0.0001        -0.0173         0.0017        -0.0007
         2.2232         0.1647         0.0648         0.0001         0.0733         0.0035         0.0002
         2.2242         0.6473         0.4004         0.0098        -0.4352         0.0726        -0.0622
         2.2270         0.1029         0.0548         0.0007        -0.0698         0.0082        -0.0057
         2.2271         0.2761         0.1115         0.0012        -0.1530         0.0177        -0.0111
         2.2275         0.8793         0.2634         0.0005         0.1852         0.0055        -0.0089
         2.2279         1.4246         0.7137         0.0067        -0.6718         0.0841        -0.0662
         2.2289         0.0148         0.0343         0.0003         0.0171        -0.0014        -0.0032
         2.2290         0.1324         0.1417         0.0009        -0.1191         0.0105        -0.0110
         2.2303         0.0664         0.0105         0.0000        -0.0152        -0.0002        -0.0004
         2.2309         0.1821         0.0891         0.0007        -0.0888         0.0094        -0.0080
         2.2329         0.0699         0.0480         0.0003         0.0410        -0.0010        -0.0032
         2.2333         0.0433         0.0050         0.0004        -0.0124         0.0041        -0.0010
         2.2345         0.0505         0.0154         0.0000         0.0181         0.0008        -0.0000
         2.2347         0.0258         0.0068         0.0002        -0.0130         0.0022        -0.0010
         2.2352         0.1972         0.0810         0.0003        -0.0894         0.0080        -0.0044
         2.2370         0.0069         0.0189         0.0004         0.0016         0.0012        -0.0017
         2.2371         0.0851         0.2513         0.0006         0.0799        -0.0053        -0.0123
         2.2378         0.8774         0.4946         0.0008         0.4886        -0.0073        -0.0170
         2.2378         0.0483         0.0664         0.0004        -0.0521         0.0041        -0.0041
         2.2380         0.8135         0.3572         0.0004         0.4348        -0.0069        -0.0100
         2.2383         0.1287         0.0209         0.0000         0.0491        -0.0005        -0.0005
         2.2384         0.0007         0.0056         0.0000        -0.0020         0.0002        -0.0005
         2.2388         0.0669         0.1213         0.0011        -0.0900         0.0086        -0.0116
         2.2397         0.1942         0.1403         0.0018        -0.1447         0.0182        -0.0157
         2.2400         0.0069         0.0545         0.0000         0.0162        -0.0004        -0.0013
         2.2421         0.0304         0.0531         0.0002        -0.0394         0.0025        -0.0030
         2.2431         0.7557         0.7811         0.0007         0.6444        -0.0064        -0.0172
         2.2434         0.1746         0.0752         0.0009        -0.0939         0.0120        -0.0077
         2.2438         0.6658         0.7858         0.0013         0.6716        -0.0214        -0.0296
         2.2439         0.0095         0.0249         0.0000         0.0142        -0.0005        -0.0010
         2.2452         0.0235         0.0567         0.0001         0.0015         0.0003        -0.0028
         2.2452         0.0422         0.0203         0.0002        -0.0216         0.0029        -0.0019
         2.2472         0.0484         0.0163         0.0003        -0.0263         0.0038        -0.0023
         2.2492         0.0176         0.0049         0.0001        -0.0070         0.0013        -0.0006
         2.2540         0.0033         0.0010         0.0001         0.0017         0.0002         0.0002
         2.2557         0.5378         0.2356         0.0008         0.1486         0.0087        -0.0091
         2.2606         0.0063         0.0012         0.0000         0.0026        -0.0002        -0.0001
         2.2610         0.2875         0.3076         0.0011         0.1561         0.0041        -0.0127
         2.2664         0.0425         0.0222         0.0000         0.0211        -0.0002        -0.0005
         2.2667         0.2542         0.0934         0.0002         0.0931         0.0007        -0.0032
         2.2719         0.0573         0.0283         0.0001         0.0229         0.0007        -0.0013
         2.2723         0.1528         0.0908         0.0002         0.0932         0.0012        -0.0019
         2.2735         0.0592         0.0354         0.0002         0.0209         0.0005        -0.0021
         2.2759         0.1408         0.0567         0.0002         0.0380         0.0021        -0.0023
         2.2774         9.6258         4.0185         0.0744        -6.2144         0.8438        -0.5464
         2.2789         0.0001         0.0008         0.0000        -0.0002         0.0000        -0.0000
         2.2809        13.7210         3.6524         0.0854        -6.5181         1.0129        -0.5579
         2.2818         0.0079         0.0765         0.0001         0.0245        -0.0010        -0.0030
         2.2872         4.3539         4.1090         0.0147        -3.2342         0.2529        -0.1936
         2.2902         1.8571         3.1617         0.0177        -0.2687         0.1378        -0.1726
         2.2936         0.5879        19.9670         0.1160         2.3285        -0.2206        -1.4710
         2.2980         5.6439         8.0239         0.0828        -6.7019         0.6778        -0.8144
         2.2998        12.4097        23.7224         0.0699         7.8367        -0.0173        -1.1559
         2.3026         1.6399         5.9080         0.0223        -0.3518         0.0914        -0.3360
         2.3048         0.6420         0.7240         0.0369        -0.3494        -0.0372        -0.1159
         2.3085         5.1041         2.0658         0.0032         0.7399         0.0067        -0.0785
         2.3124         1.6913        14.5248         0.1002        -4.7451         0.4066        -1.1958
         2.3138        19.2588         8.0094         0.1222       -10.9989         1.4685        -0.9716
         2.3319         0.2709         8.4014         0.0210         1.0110        -0.0603        -0.4128
         2.3362         3.7219        10.7257         0.0353         6.0428        -0.3589        -0.5580
         2.3384         0.8591         5.7613         0.0050         1.9414        -0.0604        -0.1695
         2.3450         7.1034        16.6581         0.0469        10.8757        -0.5199        -0.7882
         2.3523         0.6796         0.2163         0.0074        -0.3833         0.0649        -0.0369
         2.3605         3.6400         6.7839         0.0424        -3.8970         0.3180        -0.5361
         2.3612         8.4195         1.8887         0.0343        -3.9751         0.5373        -0.2532
         2.3614         0.3487         0.1104         0.0008        -0.1961         0.0163        -0.0091
         2.3639         1.4968         0.7529         0.0112        -0.9931         0.1175        -0.0917
         2.3680         0.0598         0.0001         0.0002        -0.0012         0.0034        -0.0001
         2.3703         2.5088         0.1258         0.0027         0.0572         0.0732         0.0098
         2.3710         2.7953         1.1467         0.0115         0.2094         0.1461        -0.0553
         2.3724         0.7689         1.0094         0.0065         0.1792         0.0223        -0.0703
         2.3753         0.5843         0.3582         0.0030        -0.4001         0.0408        -0.0314
         2.3761         8.1776        11.2887         0.0805         8.9155        -0.2276        -0.5893
         2.3767         1.8856         1.5737         0.0193        -1.6220         0.1865        -0.1729
         2.3788         1.3559         2.9433         0.0100         1.6147        -0.0284        -0.1317
         2.3797         2.5947         2.1775         0.0120        -0.7467         0.0925        -0.1574
         2.3840        19.6487        15.9962         0.0374         9.3503        -0.1621        -0.7222
         2.3860         1.3906         2.0507         0.0189        -1.5395         0.1564        -0.1941
         2.3874         0.9657         0.5167         0.0046        -0.6635         0.0663        -0.0473
         2.3882         0.8127         1.2874         0.0025         0.4599        -0.0146        -0.0566
         2.3922         0.3560         2.0665         0.0112        -0.4458         0.0507        -0.1412
         2.3926         0.3139         0.0463         0.0020         0.0681         0.0215         0.0007
         2.3987         0.4166         0.6011         0.0003         0.4712        -0.0114        -0.0132
         2.3992         0.0924         0.1101         0.0008         0.0937        -0.0026        -0.0059
         2.4006         0.8026         0.3061         0.0038        -0.4359         0.0501        -0.0340
         2.4009         1.2953         0.1494         0.0022        -0.4257         0.0531        -0.0176
         2.4019         0.5358         0.0624         0.0007        -0.1665         0.0175        -0.0068
         2.4054         0.3823         0.2115         0.0000         0.2317        -0.0001        -0.0007
         2.4058         0.9849         0.7316         0.0105        -0.8433         0.1012        -0.0858
         2.4060         0.6247         0.0255         0.0007         0.0505         0.0193         0.0027
         2.4095        17.1480        11.2538         0.0242         6.2742         0.1361        -0.4049
         2.4105         1.1022         0.9943         0.0117        -1.0407         0.1138        -0.1076
         2.4113         2.2135         0.7461         0.0084        -0.7967         0.1212        -0.0721
         2.4124         4.6150         2.4448         0.0292        -3.2294         0.3669        -0.2600
         2.4134        13.5147         6.1374         0.0693        -7.8227         0.8918        -0.6461
         2.4135         0.3508         1.6550         0.0111        -0.7486         0.0622        -0.1351
         2.4145         2.3635         0.2453         0.0024        -0.3839         0.0732        -0.0161
         2.4159         0.0443         0.8932         0.0016        -0.0021        -0.0029        -0.0350
         2.4169         2.1054         4.1362         0.0082         2.7560        -0.0304        -0.1039
         2.4172         1.4767         1.6626         0.0030         1.2000         0.0036        -0.0427
         2.4178         2.0481         2.5345         0.0069         0.9264         0.0562        -0.0811
         2.4181         4.3590         2.9121         0.0278        -3.4418         0.3396        -0.2846
         2.4185         0.9947         1.2250         0.0022         0.9003        -0.0070        -0.0360
         2.4193         0.0565         0.1793         0.0020         0.0165        -0.0022        -0.0191
         2.4194         0.2812         0.1844         0.0037        -0.1887         0.0308        -0.0249
         2.4212         0.4129         0.0345         0.0009        -0.0540         0.0167        -0.0048
         2.4236         0.0466         0.3423         0.0030         0.1035        -0.0116        -0.0286
         2.4238         0.0015         0.0024         0.0000         0.0000         0.0002        -0.0000
         2.4245         1.7766         1.0470         0.0105        -1.2976         0.1328        -0.0893
         2.4249         0.5017         0.5108         0.0014         0.4398        -0.0239        -0.0268
         2.4253         1.9153        13.9871         0.1083        -4.7301         0.4443        -1.2074
         2.4266         0.0208         2.5168         0.0135         0.0416        -0.0059        -0.1813
         2.4267         0.8827         0.1763         0.0004         0.0705         0.0176         0.0012
         2.4274         2.4253         2.1269         0.0149        -2.1414         0.1850        -0.1772
         2.4279         0.1772         0.8712         0.0076        -0.3919         0.0358        -0.0804
         2.4281         2.6767         2.2529         0.0019         2.0021        -0.0034        -0.0407
         2.4289         0.0405         0.0811         0.0000        -0.0500        -0.0005         0.0002
         2.4299         0.2249         0.1851         0.0017        -0.2040         0.0193        -0.0175
         2.4311         0.0316         0.0011         0.0000         0.0036         0.0008         0.0000
         2.4322         1.8594         1.6897         0.0125        -1.6463         0.1491        -0.1429
         2.4323         0.1252         0.0654         0.0007         0.0736        -0.0058        -0.0064
         2.4330         0.0770         0.7079         0.0005        -0.1821         0.0060        -0.0142
         2.4332         2.7625         4.1785         0.0057         2.0911        -0.1046        -0.1460
         2.4345         0.8725         2.9652         0.0188         1.2937        -0.0521        -0.2052
         2.4353         0.9382         0.4382         0.0024        -0.2574         0.0323        -0.0310
         2.4355         0.8667         0.5428         0.0048        -0.5328         0.0577        -0.0499
         2.4360         2.2274         1.8090         0.0035         1.3853        -0.0433        -0.0769
         2.4361         0.0432         0.0192         0.0003        -0.0083         0.0036         0.0001
         2.4364         0.0454         0.0006         0.0000        -0.0035        -0.0008         0.0000
         2.4388         0.1125         0.1582         0.0002         0.1334        -0.0029        -0.0034
         2.4390         1.6265         0.3083         0.0056        -0.6986         0.0950        -0.0415
         2.4394         0.2137         0.5789         0.0016         0.3511        -0.0166        -0.0264
         2.4396         0.0256         0.0031         0.0005         0.0002         0.0011         0.0012
         2.4399         0.5648         0.1052         0.0014        -0.2407         0.0281        -0.0121
         2.4413         0.5459         1.1729         0.0021         0.7954        -0.0334        -0.0497
         2.4414         2.0718         2.8105         0.0129        -0.6097         0.0752        -0.1854
         2.4416         2.2278         1.5178         0.0057         1.7163        -0.0388        -0.0611
         2.4418         2.8089        11.3146         0.0342         5.5471        -0.2692        -0.5865
         2.4424         0.4730         0.0970         0.0003         0.2047         0.0106         0.0041
         2.4428         0.1755         0.2413         0.0044        -0.1940         0.0275        -0.0321
         2.4438         0.0268         0.1602         0.0006        -0.0619         0.0034        -0.0095
         2.4440         1.0970         0.7649         0.0049        -0.8516         0.0698        -0.0608
         2.4443         2.6882         0.8088         0.0120        -0.9959         0.1725        -0.0840
         2.4444         2.3460         0.5141         0.0072        -0.5308         0.1218        -0.0456
         2.4462         0.7356         1.1372         0.0018         0.3161         0.0031        -0.0409
         2.4465         0.0598         0.1258         0.0005        -0.0356         0.0039        -0.0071
         2.4472         0.5504         0.1009         0.0009         0.2236        -0.0006        -0.0032
         2.4474         0.3827         0.1225         0.0025        -0.1843         0.0278        -0.0172
         2.4478         0.1229         0.1278         0.0013        -0.1171         0.0122        -0.0130
         2.4482         0.1465         0.1177         0.0015        -0.1245         0.0146        -0.0134
         2.4484         0.9110         0.7288         0.0062        -0.7916         0.0745        -0.0667
         2.4487         0.4831         0.8051         0.0073        -0.5952         0.0592        -0.0749
         2.4495         0.0129         0.0682         0.0005        -0.0294         0.0022        -0.0046
         2.4498         0.0107         0.0051         0.0000         0.0068        -0.0001        -0.0002
         2.4501         1.0624         0.9327         0.0019         0.6091         0.0014        -0.0323
         2.4506         3.3051         2.1944         0.0041         1.8805         0.0600        -0.0244
         2.4507         1.3768         1.2209         0.0064         0.4622         0.0515        -0.0520
         2.4509         2.5137         0.3267         0.0037         0.3645         0.0700        -0.0117
         2.4517         0.3564         0.4185         0.0041        -0.3683         0.0378        -0.0413
         2.4521         0.4844         0.9196         0.0098        -0.6597         0.0661        -0.0942
         2.4525         0.7534         0.6505         0.0091        -0.5639         0.0770        -0.0747
         2.4529         0.1192         0.1936         0.0008         0.0319         0.0064        -0.0078
         2.4534         2.1154         2.3010         0.0297        -2.1431         0.2507        -0.2544
         2.4546         0.0653         0.6177         0.0016         0.1410        -0.0068        -0.0318
         2.4547         0.0363         0.0309         0.0007        -0.0144         0.0047        -0.0032
         2.4554         0.3625         0.4543         0.0026        -0.3514         0.0248        -0.0341
         2.4560         1.0214         0.5547         0.0080        -0.7192         0.0898        -0.0660
         2.4560         0.0253         0.0019         0.0000        -0.0022         0.0006        -0.0000
         2.4564         0.1841         0.0956         0.0002         0.1322        -0.0052        -0.0035
         2.4566         0.0413         0.0238         0.0001        -0.0233         0.0015        -0.0005
         2.4577         0.3179         0.2113         0.0002         0.2573        -0.0017        -0.0021
         2.4577         0.7969         0.5672         0.0007         0.6637        -0.0043        -0.0068
         2.4583         0.1296         0.0288         0.0005        -0.0494         0.0077        -0.0033
         2.4586         0.5587         0.3031         0.0025        -0.3756         0.0358        -0.0271
         2.4593         0.2099         0.0782         0.0008        -0.1207         0.0126        -0.0077
         2.4594         0.1328         0.1213         0.0001         0.1254        -0.0027        -0.0027
         2.4594         0.3047         0.2528         0.0011         0.0483         0.0043        -0.0151
         2.4599         0.0431         0.0319         0.0005        -0.0317         0.0044        -0.0037
         2.4603         0.1176         0.0605         0.0007        -0.0579         0.0074        -0.0063
         2.4609         0.2368         0.5801         0.0018         0.3442        -0.0132        -0.0283
         2.4609         0.0158         0.0080         0.0000         0.0037         0.0003        -0.0002
         2.4610         1.6962         0.1057         0.0014         0.1406        -0.0023        -0.0116
         2.4612         0.1636         0.4919         0.0011        -0.1399         0.0060        -0.0237
         2.4615         0.0840         0.1195         0.0008        -0.0912         0.0082        -0.0095
         2.4617         0.2196         0.0405         0.0001         0.0716        -0.0024        -0.0020
         2.4624         0.7873         0.6616         0.0057        -0.6225         0.0644        -0.0598
         2.4627         0.1140         0.1187         0.0007         0.0767        -0.0027        -0.0083
         2.4627         0.0018         0.0583         0.0002         0.0091        -0.0005        -0.0035
         2.4633         0.4034         0.1745         0.0018        -0.1811         0.0180        -0.0177
         2.4642         0.5489         1.0458         0.0051        -0.5159         0.0377        -0.0732
         2.4645         0.4697         0.7039         0.0016         0.5414        -0.0220        -0.0320
         2.4647         1.7043         0.6766         0.0124        -1.0637         0.1451        -0.0911
         2.4651         2.0934         1.0678         0.0107        -1.3187         0.1455        -0.1039
         2.4659         2.6560         1.3952         0.0184        -1.6240         0.2053        -0.1573
         2.4661         0.0122         0.0012         0.0000        -0.0008         0.0005         0.0001
         2.4661         0.4302         0.1032         0.0018        -0.2089         0.0271        -0.0136
         2.4668         0.0027         0.0022         0.0001         0.0014         0.0002        -0.0002
         2.4669         0.1752         0.1146         0.0007        -0.1225         0.0109        -0.0081
