 #  energy  xx  yy  zz  sp  sm
         3.8633         0.0067         0.0038         0.0002         0.0011         0.0094
         3.8634         0.0094         0.0086         0.0002         0.0153         0.0028
         3.8635         0.1139         0.1537         0.0008         0.2659         0.0017
         3.8637         0.0386         0.0641         0.0184         0.0805         0.0221
         3.8637         0.0051         0.0041         0.0005         0.0025         0.0067
         3.8640         0.0063         0.0074         0.0001         0.0048         0.0090
         3.8640         0.0107         0.0010         0.0000         0.0030         0.0086
         3.8643         0.0172         0.0094         0.0000         0.0223         0.0043
         3.8644         0.0211         0.0386         0.0126         0.0448         0.0149
         3.8644         0.0044         0.0062         0.0006         0.0048         0.0057
         3.8646         0.0108         0.0142         0.0001         0.0102         0.0148
         3.8647         0.0096         0.0068         0.0001         0.0076         0.0088
         3.8648         0.0177         0.0101         0.0000         0.0239         0.0039
         3.8650         0.0912         0.0681         0.0016         0.0663         0.0931
         3.8651         0.0041         0.0016         0.0000         0.0022         0.0036
         3.8651         0.0058         0.0168         0.0001         0.0060         0.0167
         3.8654         0.0105         0.0082         0.0000         0.0110         0.0077
         3.8655         0.0344         0.0717         0.0197         0.0797         0.0263
         3.8655         0.0062         0.0163         0.0002         0.0067         0.0158
         3.8656         0.0185         0.0474         0.0001         0.0299         0.0361
         3.8656         0.0055         0.0084         0.0001         0.0043         0.0096
         3.8657         0.0056         0.0121         0.0001         0.0036         0.0141
         3.8658         0.0018         0.0039         0.0000         0.0045         0.0012
         3.8659         0.0025         0.0053         0.0000         0.0054         0.0024
         3.8660         0.0051         0.0032         0.0000         0.0017         0.0066
         3.8660         0.0173         0.0054         0.0000         0.0185         0.0041
         3.8660         0.0055         0.0165         0.0002         0.0183         0.0036
         3.8664         0.0085         0.0180         0.0001         0.0090         0.0174
         3.8666         0.0145         0.0355         0.0000         0.0313         0.0187
         3.8666         0.0003         0.0626         0.0082         0.0275         0.0353
         3.8666         0.0013         0.0056         0.0001         0.0053         0.0016
         3.8667         0.0058         0.0090         0.0002         0.0146         0.0002
         3.8671         0.0009         0.0052         0.0000         0.0051         0.0010
         3.8671         0.0010         0.0054         0.0000         0.0054         0.0010
         3.8672         0.0162         0.0439         0.0000         0.0261         0.0339
         3.8673         0.0028         0.0077         0.0001         0.0069         0.0036
         3.8674         0.0167         0.0464         0.0001         0.0288         0.0343
         3.8674         0.0386         0.0602         0.0161         0.0806         0.0181
         3.8675         0.0125         0.0351         0.0000         0.0304         0.0171
         3.8676         0.0016         0.0079         0.0002         0.0065         0.0030
         3.8678         0.0002         0.0324         0.0109         0.0147         0.0179
         3.8678         0.0017         0.0066         0.0000         0.0072         0.0012
         3.8679         0.0189         0.0070         0.0000         0.0228         0.0030
         3.8680         0.0191         0.0009         0.0000         0.0138         0.0061
         3.8680         0.0024         0.0056         0.0000         0.0076         0.0005
         3.8681         0.0057         0.0358         0.0031         0.0158         0.0257
         3.8681         0.0023         0.0089         0.0001         0.0075         0.0038
         3.8684         0.0141         0.0339         0.0000         0.0298         0.0182
         3.8684         0.0049         0.0119         0.0002         0.0161         0.0008
         3.8684         0.0239         0.0285         0.0096         0.0382         0.0141
         3.8687         0.0008         0.0312         0.0021         0.0111         0.0209
         3.8690         0.0032         0.0054         0.0000         0.0083         0.0003
         3.8691         0.0025         0.0066         0.0000         0.0081         0.0010
         3.8695         0.0025         0.0354         0.0026         0.0098         0.0281
         3.8695         0.0212         0.0015         0.0000         0.0169         0.0058
         3.8695         0.0064         0.0263         0.0000         0.0215         0.0113
         3.8697         0.0074         0.0334         0.0042         0.0143         0.0264
         3.8701         0.0086         0.0318         0.0000         0.0162         0.0242
         3.8702         0.0068         0.0274         0.0001         0.0147         0.0195
         3.8704         0.0251         0.0413         0.0125         0.0550         0.0114
         3.8711         0.0033         0.0188         0.0001         0.0089         0.0132
         3.8714         0.0045         0.0201         0.0000         0.0168         0.0078
         3.8715         0.0095         0.0271         0.0001         0.0243         0.0123
         3.8716         0.0001         0.0468         0.0088         0.0217         0.0252
         3.8716         0.0676         0.0804         0.0009         0.0506         0.0974
         3.8717         0.1303         0.4150         0.0024         0.5038         0.0415
         3.8724         0.0055         0.0365         0.0002         0.0182         0.0238
         3.8725         0.0221         0.0103         0.0000         0.0285         0.0039
         3.8726         0.0216         0.0844         0.0204         0.0747         0.0314
         3.8728         0.0049         0.0367         0.0003         0.0214         0.0202
         3.8729         0.0251         0.0123         0.0001         0.0357         0.0017
         3.8730         0.0212         0.0094         0.0001         0.0288         0.0019
         3.8730         0.0269         0.0192         0.0000         0.0046         0.0415
         3.8731         0.0736         0.0842         0.0010         0.0589         0.0989
         3.8731         0.0197         0.0080         0.0000         0.0248         0.0030
         3.8732         0.0262         0.0127         0.0001         0.0357         0.0031
         3.8735         0.0090         0.0093         0.0000         0.0000         0.0183
         3.8736         0.0274         0.0134         0.0001         0.0387         0.0021
         3.8736         0.0262         0.0751         0.0166         0.0759         0.0254
         3.8737         0.0255         0.0190         0.0000         0.0054         0.0391
         3.8740         0.0840         0.4486         0.0182         0.0760         0.4566
         3.8740         0.0048         0.0310         0.0002         0.0167         0.0191
         3.8742         0.0261         0.0186         0.0000         0.0037         0.0410
         3.8744         0.0067         0.0366         0.0030         0.0161         0.0271
         3.8745         0.0003         0.0209         0.0000         0.0115         0.0097
         3.8746         0.0003         0.0151         0.0001         0.0056         0.0097
         3.8746         0.0090         0.0089         0.0000         0.0000         0.0179
         3.8747         0.0092         0.0083         0.0001         0.0000         0.0174
         3.8750         0.0219         0.0175         0.0002         0.0393         0.0001
         3.8750         0.0257         0.0265         0.0096         0.0399         0.0122
         3.8752         0.0019         0.0019         0.0001         0.0035         0.0003
         3.8752         0.0062         0.0311         0.0002         0.0233         0.0140
         3.8754         0.0021         0.0003         0.0000         0.0020         0.0004
         3.8755         0.0234         0.0180         0.0000         0.0052         0.0362
         3.8757         0.0091         0.0141         0.0002         0.0159         0.0073
         3.8757         0.0020         0.0029         0.0000         0.0044         0.0005
         3.8758         0.0239         0.0182         0.0000         0.0035         0.0386
         3.8759         0.0074         0.0129         0.0002         0.0153         0.0049
         3.8760         0.0002         0.0211         0.0000         0.0091         0.0122
         3.8760         0.0210         0.0180         0.0002         0.0390         0.0001
         3.8762         0.0023         0.0001         0.0000         0.0017         0.0007
         3.8762         0.0154         0.0274         0.0001         0.0268         0.0160
         3.8762         0.0085         0.0092         0.0001         0.0064         0.0113
         3.8762         0.0060         0.0099         0.0002         0.0121         0.0037
         3.8764         0.1290         0.4176         0.0013         0.5033         0.0432
         3.8764         0.0107         0.0140         0.0000         0.0121         0.0125
         3.8764         0.0228         0.0176         0.0000         0.0041         0.0363
         3.8765         0.0095         0.0136         0.0001         0.0113         0.0117
         3.8766         0.0221         0.0180         0.0001         0.0399         0.0002
         3.8766         0.0031         0.0367         0.0022         0.0093         0.0305
         3.8767         0.0005         0.0017         0.0000         0.0003         0.0019
         3.8767         0.0085         0.0058         0.0001         0.0003         0.0139
         3.8767         0.0598         0.0798         0.0008         0.0408         0.0988
         3.8767         0.0004         0.0270         0.0010         0.0107         0.0168
         3.8768         0.0089         0.0068         0.0000         0.0003         0.0154
         3.8769         0.0010         0.0004         0.0000         0.0001         0.0013
         3.8769         0.0016         0.0113         0.0000         0.0023         0.0106
         3.8770         0.0164         0.0921         0.0197         0.0708         0.0377
         3.8770         0.0103         0.0158         0.0000         0.0101         0.0161
         3.8770         0.0200         0.0360         0.0001         0.0326         0.0234
         3.8771         0.0021         0.0026         0.0000         0.0043         0.0004
         3.8771         0.0118         0.0154         0.0000         0.0131         0.0140
         3.8772         0.0086         0.0067         0.0001         0.0029         0.0124
         3.8772         0.0205         0.0182         0.0001         0.0386         0.0001
         3.8773         0.0042         0.0070         0.0001         0.0025         0.0088
         3.8773         0.0023         0.0166         0.0000         0.0036         0.0152
         3.8773         0.0044         0.0058         0.0001         0.0023         0.0079
         3.8773         0.0007         0.0069         0.0001         0.0029         0.0047
         3.8775         0.0023         0.0009         0.0000         0.0030         0.0002
         3.8775         0.0081         0.0050         0.0001         0.0007         0.0123
         3.8776         0.0193         0.0181         0.0001         0.0374         0.0000
         3.8776         0.0150         0.0202         0.0001         0.0164         0.0188
         3.8777         0.0012         0.0111         0.0000         0.0053         0.0069
         3.8777         0.0005         0.0019         0.0000         0.0003         0.0021
         3.8778         0.0063         0.0109         0.0000         0.0081         0.0091
         3.8778         0.0008         0.0082         0.0000         0.0037         0.0053
         3.8778         0.0013         0.0129         0.0002         0.0062         0.0080
         3.8778         0.0054         0.0257         0.0002         0.0171         0.0141
         3.8779         0.0058         0.0060         0.0001         0.0019         0.0099
         3.8779         0.0008         0.0122         0.0001         0.0057         0.0073
         3.8779         0.0027         0.0130         0.0000         0.0023         0.0134
         3.8780         0.0201         0.0185         0.0001         0.0385         0.0001
         3.8782         0.0225         0.0440         0.0000         0.0372         0.0293
         3.8783         0.0071         0.0272         0.0003         0.0212         0.0131
         3.8784         0.0022         0.0116         0.0002         0.0055         0.0083
         3.8784         0.0103         0.0075         0.0000         0.0037         0.0141
         3.8787         0.0324         0.0307         0.0105         0.0527         0.0104
         3.8787         0.0836         0.4769         0.0149         0.0831         0.4774
         3.8787         0.0009         0.0109         0.0000         0.0050         0.0068
         3.8789         0.0115         0.0160         0.0000         0.0132         0.0144
         3.8789         0.0002         0.0035         0.0006         0.0023         0.0014
         3.8789         0.0001         0.0044         0.0005         0.0023         0.0022
         3.8790         0.0165         0.0259         0.0001         0.0203         0.0222
         3.8792         0.0071         0.0117         0.0001         0.0087         0.0101
         3.8792         0.0008         0.0049         0.0005         0.0033         0.0024
         3.8793         0.0144         0.0066         0.0000         0.0008         0.0203
         3.8793         0.0294         0.0268         0.0104         0.0446         0.0117
         3.8793         0.0022         0.0104         0.0001         0.0049         0.0078
         3.8795         0.0015         0.0106         0.0001         0.0050         0.0071
         3.8795         0.0149         0.0069         0.0000         0.0010         0.0209
         3.8796         0.1314         0.4099         0.0010         0.5011         0.0402
         3.8797         0.0006         0.0026         0.0006         0.0028         0.0004
         3.8798         0.0095         0.0081         0.0000         0.0041         0.0134
         3.8800         0.0005         0.0037         0.0005         0.0027         0.0016
         3.8800         0.0043         0.0055         0.0002         0.0015         0.0082
         3.8801         0.0114         0.0069         0.0001         0.0006         0.0177
         3.8803         0.0829         0.4470         0.0185         0.0765         0.4534
         3.8805         0.0003         0.0026         0.0004         0.0022         0.0006
         3.8806         0.0113         0.0064         0.0000         0.0014         0.0164
         3.8806         0.0062         0.0068         0.0002         0.0027         0.0103
         3.8809         0.0122         0.0069         0.0000         0.0011         0.0179
         3.8809         0.0003         0.0224         0.0001         0.0106         0.0120
         3.8810         0.0007         0.0222         0.0000         0.0105         0.0124
         3.8811         0.0116         0.0061         0.0000         0.0018         0.0159
         3.8813         0.0040         0.0161         0.0000         0.0072         0.0129
         3.8820         0.0088         0.0115         0.0000         0.0040         0.0163
         3.8821         0.0027         0.0194         0.0000         0.0065         0.0156
         3.8828         0.0092         0.0139         0.0000         0.0031         0.0200
         3.8852         0.0002         0.0241         0.0016         0.0099         0.0144
         3.8854         0.0072         0.0124         0.0001         0.0059         0.0136
         3.8860         0.0139         0.0341         0.0001         0.0283         0.0197
         3.8860         0.0003         0.0209         0.0008         0.0100         0.0112
         3.8862         0.0125         0.0304         0.0001         0.0256         0.0173
         3.8863         0.0062         0.0104         0.0000         0.0054         0.0112
         3.8867         0.0083         0.0121         0.0001         0.0061         0.0142
         3.8869         0.0099         0.0253         0.0001         0.0208         0.0144
         3.8873         0.0065         0.0086         0.0000         0.0047         0.0104
         3.8879         0.1269         0.3946         0.0006         0.4811         0.0403
         3.8881         0.0073         0.0079         0.0000         0.0046         0.0106
         3.8883         0.0081         0.0098         0.0000         0.0057         0.0122
         3.8883         0.0791         0.4822         0.0146         0.0865         0.4748
         3.8884         0.0076         0.0222         0.0000         0.0170         0.0128
         3.8886         0.0118         0.0304         0.0000         0.0242         0.0180
         3.8900         0.0082         0.0239         0.0000         0.0180         0.0141
         3.8907         0.1287         0.3998         0.0006         0.4878         0.0406
         3.8910         0.0137         0.0544         0.0221         0.0567         0.0114
         3.8912         0.0302         0.0136         0.0003         0.0176         0.0262
         3.8912         0.0382         0.0209         0.0002         0.0208         0.0383
         3.8913         0.0422         0.0550         0.0021         0.0084         0.0889
         3.8914         0.0783         0.4541         0.0150         0.0801         0.4522
         3.8914         0.0307         0.0119         0.0003         0.0146         0.0280
         3.8915         0.0358         0.0169         0.0000         0.0348         0.0178
         3.8916         0.0253         0.0226         0.0002         0.0212         0.0267
         3.8918         0.0421         0.0184         0.0002         0.0233         0.0373
         3.8918         0.0309         0.0130         0.0000         0.0297         0.0143
         3.8918         0.0276         0.0170         0.0004         0.0176         0.0270
         3.8919         0.0386         0.0192         0.0000         0.0376         0.0203
         3.8920         0.0321         0.0233         0.0005         0.0220         0.0335
         3.8920         0.0579         0.0550         0.0001         0.0531         0.0598
         3.8922         0.0307         0.0124         0.0000         0.0287         0.0144
         3.8926         0.0209         0.0287         0.0002         0.0224         0.0272
         3.8926         0.0218         0.0254         0.0002         0.0221         0.0250
         3.8927         0.0400         0.0198         0.0003         0.0256         0.0342
         3.8929         0.0258         0.1573         0.0215         0.0298         0.1533
         3.8929         0.0368         0.0176         0.0000         0.0353         0.0191
         3.8930         0.0544         0.0562         0.0000         0.0518         0.0588
         3.8931         0.0631         0.0597         0.0000         0.0578         0.0650
         3.8931         0.0319         0.0238         0.0005         0.0243         0.0314
         3.8932         0.0218         0.0273         0.0001         0.0164         0.0327
         3.8932         0.0333         0.0144         0.0000         0.0312         0.0165
         3.8933         0.0355         0.0226         0.0004         0.0253         0.0328
         3.8934         0.0553         0.0612         0.0000         0.0611         0.0554
         3.8936         0.0226         0.0249         0.0001         0.0147         0.0329
         3.8938         0.0161         0.1246         0.0082         0.1151         0.0256
         3.8938         0.0066         0.0210         0.0000         0.0177         0.0099
         3.8938         0.0539         0.0648         0.0000         0.0633         0.0555
         3.8938         0.0199         0.0288         0.0001         0.0168         0.0318
         3.8939         0.0136         0.0758         0.0236         0.0690         0.0203
         3.8941         0.0623         0.0699         0.0001         0.0685         0.0637
         3.8943         0.0661         0.0681         0.0000         0.0638         0.0704
         3.8943         0.0540         0.0689         0.0000         0.0647         0.0583
         3.8944         0.0204         0.0227         0.0001         0.0132         0.0299
         3.8945         0.1272         0.3881         0.0009         0.4754         0.0399
         3.8945         0.0055         0.0229         0.0001         0.0156         0.0128
         3.8949         0.0568         0.0726         0.0001         0.0668         0.0627
         3.8950         0.0171         0.0242         0.0001         0.0137         0.0277
         3.8950         0.0637         0.0772         0.0002         0.0725         0.0683
         3.8950         0.0758         0.4622         0.0140         0.0830         0.4550
         3.8951         0.0422         0.0532         0.0012         0.0057         0.0897
         3.8951         0.0171         0.0210         0.0001         0.0121         0.0260
         3.8951         0.0555         0.0629         0.0000         0.0556         0.0629
         3.8952         0.0061         0.0318         0.0000         0.0186         0.0193
         3.8952         0.0617         0.0701         0.0000         0.0628         0.0690
         3.8953         0.0183         0.1458         0.0096         0.1337         0.0304
         3.8954         0.0062         0.0343         0.0002         0.0222         0.0183
         3.8958         0.0071         0.0364         0.0001         0.0248         0.0186
         3.8958         0.0070         0.0308         0.0000         0.0171         0.0206
         3.8961         0.0085         0.0240         0.0000         0.0202         0.0122
         3.8962         0.0164         0.0497         0.0200         0.0546         0.0115
         3.8963         0.0322         0.1797         0.0188         0.0333         0.1785
         3.8964         0.0055         0.0242         0.0001         0.0142         0.0155
         3.8970         0.0075         0.0366         0.0000         0.0244         0.0196
         3.8972         0.0417         0.0691         0.0022         0.0155         0.0953
         3.8974         0.0074         0.0337         0.0000         0.0202         0.0210
         3.8982         0.0061         0.0239         0.0001         0.0144         0.0155
         3.8984         0.0077         0.0250         0.0001         0.0173         0.0153
         3.9011         0.0120         0.1182         0.0055         0.1028         0.0275
         3.9013         0.0190         0.1233         0.0218         0.0231         0.1192
         3.9026         0.0003         0.0019         0.0000         0.0014         0.0008
         3.9031         0.0117         0.0073         0.0002         0.0050         0.0140
         3.9034         0.0003         0.0020         0.0000         0.0012         0.0011
         3.9037         0.0012         0.0014         0.0001         0.0025         0.0001
         3.9038         0.0024         0.0013         0.0000         0.0027         0.0009
         3.9039         0.0124         0.0047         0.0001         0.0066         0.0105
         3.9040         0.0003         0.0023         0.0000         0.0018         0.0008
         3.9041         0.0157         0.0797         0.0208         0.0741         0.0212
         3.9041         0.0356         0.0634         0.0006         0.0153         0.0837
         3.9043         0.0026         0.1541         0.0022         0.0605         0.0962
         3.9045         0.0140         0.0680         0.0207         0.0644         0.0176
         3.9052         0.0129         0.0172         0.0002         0.0204         0.0097
         3.9052         0.0045         0.0020         0.0000         0.0032         0.0033
         3.9052         0.0002         0.0031         0.0000         0.0018         0.0016
         3.9053         0.0134         0.0077         0.0002         0.0067         0.0144
         3.9054         0.0004         0.0028         0.0000         0.0024         0.0008
         3.9054         0.0351         0.0879         0.0016         0.0274         0.0957
         3.9054         0.0169         0.1637         0.0076         0.1427         0.0378
         3.9057         0.0003         0.0036         0.0000         0.0027         0.0013
         3.9059         0.0323         0.1742         0.0192         0.0307         0.1758
         3.9060         0.0134         0.0193         0.0004         0.0230         0.0097
         3.9062         0.0017         0.0014         0.0001         0.0029         0.0002
         3.9068         0.0139         0.0175         0.0000         0.0196         0.0118
         3.9069         0.0056         0.0024         0.0000         0.0033         0.0048
         3.9072         0.0147         0.0186         0.0003         0.0223         0.0110
         3.9073         0.0117         0.0098         0.0000         0.0078         0.0137
         3.9075         0.0027         0.1356         0.0018         0.0506         0.0877
         3.9076         0.0456         0.1220         0.0008         0.1549         0.0127
         3.9076         0.0145         0.0064         0.0000         0.0114         0.0095
         3.9078         0.0156         0.0122         0.0000         0.0111         0.0166
         3.9079         0.0106         0.0004         0.0000         0.0036         0.0073
         3.9080         0.0041         0.0013         0.0001         0.0031         0.0023
         3.9080         0.0156         0.0190         0.0001         0.0216         0.0130
         3.9082         0.0098         0.0073         0.0000         0.0053         0.0118
         3.9084         0.0156         0.0197         0.0000         0.0218         0.0134
         3.9084         0.0094         0.0002         0.0000         0.0038         0.0057
         3.9086         0.0112         0.0002         0.0001         0.0042         0.0073
         3.9087         0.0307         0.0834         0.0007         0.0315         0.0826
         3.9089         0.0150         0.0009         0.0000         0.0048         0.0111
         3.9090         0.0136         0.0806         0.0206         0.0731         0.0211
         3.9091         0.0169         0.0088         0.0001         0.0121         0.0136
         3.9094         0.0151         0.0117         0.0000         0.0109         0.0159
         3.9095         0.0015         0.1587         0.0028         0.0658         0.0944
         3.9096         0.0148         0.0008         0.0001         0.0050         0.0106
         3.9098         0.0120         0.0074         0.0000         0.0065         0.0129
         3.9104         0.0169         0.0012         0.0000         0.0056         0.0125
         3.9104         0.0174         0.0100         0.0000         0.0147         0.0126
         3.9105         0.0453         0.1223         0.0009         0.1513         0.0163
         3.9106         0.0139         0.0102         0.0000         0.0094         0.0147
         3.9107         0.0128         0.1358         0.0053         0.1157         0.0330
         3.9109         0.0458         0.1130         0.0007         0.1476         0.0111
         3.9112         0.0041         0.0341         0.0002         0.0110         0.0272
         3.9113         0.0026         0.0344         0.0001         0.0110         0.0260
         3.9118         0.0170         0.1307         0.0199         0.0275         0.1202
         3.9123         0.1529         0.1676         0.0061         0.2861         0.0344
         3.9124         0.0052         0.0336         0.0003         0.0095         0.0293
         3.9126         0.0019         0.0337         0.0002         0.0103         0.0253
         3.9129         0.0246         0.1616         0.0201         0.0320         0.1542
         3.9133         0.0012         0.0064         0.0006         0.0059         0.0018
         3.9135         0.0055         0.0330         0.0003         0.0074         0.0312
         3.9138         0.0035         0.0332         0.0003         0.0080         0.0286
         3.9139         0.0138         0.1594         0.0054         0.1335         0.0397
         3.9139         0.0082         0.0012         0.0001         0.0053         0.0041
         3.9140         0.0021         0.0062         0.0008         0.0067         0.0015
         3.9141         0.0069         0.0004         0.0001         0.0045         0.0028
         3.9145         0.1460         0.1530         0.0042         0.0786         0.2204
         3.9148         0.0026         0.0021         0.0001         0.0028         0.0018
         3.9149         0.0011         0.0064         0.0006         0.0058         0.0016
         3.9151         0.0028         0.0010         0.0001         0.0013         0.0024
         3.9152         0.0032         0.0055         0.0009         0.0078         0.0009
         3.9154         0.0307         0.0389         0.0001         0.0280         0.0416
         3.9155         0.0082         0.0010         0.0000         0.0034         0.0059
         3.9159         0.0260         0.0374         0.0001         0.0250         0.0384
         3.9159         0.0054         0.0001         0.0000         0.0019         0.0036
         3.9162         0.0024         0.0052         0.0009         0.0069         0.0006
         3.9162         0.0022         0.0028         0.0001         0.0039         0.0012
         3.9163         0.0345         0.0395         0.0001         0.0295         0.0446
         3.9166         0.0013         0.0056         0.0009         0.0059         0.0011
         3.9169         0.0350         0.0396         0.0001         0.0286         0.0460
         3.9170         0.0027         0.1338         0.0013         0.0499         0.0866
         3.9171         0.0261         0.0357         0.0001         0.0236         0.0383
         3.9172         0.0023         0.0005         0.0001         0.0010         0.0018
         3.9174         0.0306         0.0369         0.0001         0.0253         0.0422
         3.9174         0.0066         0.0006         0.0000         0.0016         0.0056
         3.9176         0.0018         0.0018         0.0001         0.0027         0.0009
         3.9177         0.1477         0.1567         0.0066         0.2729         0.0315
         3.9178         0.0047         0.0007         0.0000         0.0010         0.0045
         3.9179         0.0337         0.0198         0.0000         0.0240         0.0295
         3.9180         0.0017         0.1388         0.0015         0.0551         0.0854
         3.9182         0.0018         0.0007         0.0001         0.0015         0.0009
         3.9182         0.0275         0.0180         0.0000         0.0224         0.0232
         3.9184         0.1621         0.1803         0.0059         0.3090         0.0335
         3.9185         0.0367         0.0183         0.0000         0.0249         0.0302
         3.9185         0.0498         0.1059         0.0008         0.1404         0.0153
         3.9186         0.1346         0.1467         0.0042         0.0743         0.2070
         3.9189         0.0478         0.1045         0.0013         0.1325         0.0198
         3.9198         0.0300         0.0168         0.0000         0.0237         0.0230
         3.9200         0.1535         0.1738         0.0030         0.0821         0.2452
         3.9201         0.0361         0.0142         0.0000         0.0235         0.0269
         3.9209         0.0327         0.0119         0.0000         0.0214         0.0232
         3.9217         0.0013         0.0002         0.0002         0.0007         0.0008
         3.9218         0.0084         0.0024         0.0001         0.0024         0.0084
         3.9222         0.0026         0.1286         0.0007         0.0474         0.0839
         3.9224         0.0055         0.0044         0.0000         0.0011         0.0088
         3.9224         0.0037         0.0027         0.0001         0.0003         0.0062
         3.9226         0.0079         0.0043         0.0000         0.0020         0.0102
         3.9227         0.0009         0.0118         0.0002         0.0072         0.0055
         3.9227         0.0044         0.0165         0.0003         0.0030         0.0179
         3.9231         0.0035         0.0013         0.0001         0.0004         0.0044
         3.9231         0.0068         0.0059         0.0003         0.0018         0.0109
         3.9234         0.0001         0.0023         0.0002         0.0016         0.0008
         3.9236         0.0073         0.0047         0.0000         0.0027         0.0093
         3.9236         0.0062         0.0096         0.0001         0.0053         0.0105
         3.9239         0.0035         0.0243         0.0002         0.0163         0.0116
         3.9240         0.0505         0.0981         0.0012         0.1269         0.0217
         3.9241         0.0049         0.0270         0.0001         0.0046         0.0273
         3.9242         0.0026         0.0069         0.0002         0.0038         0.0057
         3.9246         0.0053         0.0017         0.0001         0.0015         0.0054
         3.9251         0.0070         0.0031         0.0000         0.0029         0.0072
         3.9257         0.0076         0.0036         0.0003         0.0018         0.0094
         3.9258         0.0008         0.0111         0.0002         0.0075         0.0044
         3.9262         0.0077         0.0429         0.0001         0.0353         0.0152
         3.9270         0.0066         0.0257         0.0001         0.0040         0.0282
         3.9278         0.1529         0.1567         0.0060         0.2816         0.0281
         3.9287         0.0077         0.0447         0.0001         0.0374         0.0150
         3.9288         0.1308         0.1612         0.0033         0.0733         0.2187
         3.9288         0.0064         0.0102         0.0002         0.0009         0.0157
         3.9293         0.0081         0.0124         0.0000         0.0024         0.0181
         3.9294         0.1644         0.1833         0.0057         0.3144         0.0333
         3.9295         0.0043         0.0217         0.0001         0.0217         0.0043
         3.9300         0.0066         0.0015         0.0001         0.0012         0.0070
         3.9306         0.0027         0.0257         0.0002         0.0185         0.0099
         3.9306         0.1522         0.1791         0.0023         0.0760         0.2553
         3.9319         0.0055         0.0001         0.0001         0.0020         0.0036
         3.9321         0.0006         0.0033         0.0002         0.0025         0.0013
         3.9321         0.0065         0.0332         0.0000         0.0306         0.0091
         3.9323         0.0060         0.0118         0.0000         0.0116         0.0062
         3.9324         0.0065         0.0135         0.0000         0.0132         0.0067
         3.9325         0.0076         0.0127         0.0000         0.0048         0.0156
         3.9332         0.0080         0.0200         0.0000         0.0037         0.0243
         3.9338         0.0050         0.0158         0.0001         0.0144         0.0064
         3.9339         0.1612         0.1703         0.0047         0.3017         0.0298
         3.9339         0.0041         0.0118         0.0001         0.0108         0.0051
         3.9340         0.0048         0.0185         0.0000         0.0179         0.0054
         3.9345         0.0016         0.0047         0.0000         0.0021         0.0042
         3.9345         0.0004         0.0009         0.0001         0.0001         0.0012
         3.9347         0.0046         0.0171         0.0001         0.0156         0.0061
         3.9348         0.0041         0.0146         0.0001         0.0136         0.0051
         3.9349         0.0067         0.0328         0.0000         0.0295         0.0100
         3.9351         0.0029         0.0025         0.0000         0.0010         0.0045
         3.9352         0.1400         0.1700         0.0025         0.0717         0.2384
         3.9353         0.0081         0.0191         0.0000         0.0039         0.0233
         3.9360         0.0049         0.0093         0.0000         0.0063         0.0079
         3.9366         0.0064         0.0043         0.0000         0.0031         0.0076
         3.9373         0.0139         0.0159         0.0000         0.0127         0.0171
         3.9377         0.0123         0.0127         0.0000         0.0094         0.0156
         3.9390         0.0276         0.0090         0.0000         0.0218         0.0149
         3.9392         0.0260         0.0263         0.0000         0.0240         0.0284
         3.9394         0.0220         0.0219         0.0000         0.0205         0.0234
         3.9394         0.0307         0.0253         0.0000         0.0262         0.0298
         3.9397         0.0303         0.0192         0.0000         0.0238         0.0257
         3.9397         0.0273         0.0096         0.0000         0.0191         0.0178
         3.9401         0.0242         0.0054         0.0000         0.0193         0.0103
         3.9405         0.0185         0.0124         0.0000         0.0161         0.0148
         3.9409         0.0206         0.0106         0.0000         0.0160         0.0152
         3.9410         0.0261         0.0078         0.0000         0.0164         0.0175
         3.9420         0.0220         0.0035         0.0000         0.0152         0.0103
         3.9422         0.0241         0.0051         0.0000         0.0150         0.0142
         3.9679         0.0530         0.0961         0.0013         0.1017         0.0474
         3.9689         0.0743         0.1918         0.0048         0.0696         0.1965
         3.9717         0.0749         0.1985         0.0055         0.0698         0.2035
         3.9720         0.0498         0.0964         0.0011         0.0991         0.0471
         3.9748         0.0760         0.1830         0.0038         0.0605         0.1985
         3.9758         0.0472         0.0838         0.0022         0.0927         0.0383
         3.9784         0.0008         0.0049         0.0001         0.0009         0.0048
         3.9799         0.0763         0.2000         0.0057         0.0633         0.2130
         3.9799         0.0032         0.0039         0.0001         0.0001         0.0071
         3.9805         0.0009         0.0055         0.0001         0.0012         0.0051
         3.9817         0.0104         0.0034         0.0006         0.0058         0.0080
         3.9817         0.0448         0.0934         0.0015         0.0961         0.0421
         3.9818         0.0084         0.0032         0.0006         0.0077         0.0039
         3.9824         0.0147         0.0052         0.0002         0.0055         0.0143
         3.9831         0.0041         0.0018         0.0002         0.0056         0.0002
         3.9840         0.0208         0.0059         0.0002         0.0108         0.0158
         3.9842         0.0039         0.0013         0.0001         0.0045         0.0008
         3.9848         0.0743         0.1851         0.0051         0.0583         0.2010
         3.9848         0.0076         0.0063         0.0002         0.0022         0.0117
         3.9855         0.0123         0.0051         0.0001         0.0125         0.0050
         3.9857         0.0064         0.0016         0.0000         0.0016         0.0064
         3.9860         0.0035         0.0045         0.0001         0.0075         0.0005
         3.9860         0.0444         0.0689         0.0021         0.0824         0.0310
         3.9860         0.0016         0.0047         0.0003         0.0034         0.0030
